onset_time,pitch,velocity,voice_id
0.015278661601584748,47,287,0
0.125590644744382,59,437,1
0.13268090043457548,45,262,0
0.15057681830824857,49,312,0
0.1849784386265507,54,375,0
0.23450551256472085,48,300,0
0.2580851297248453,58,425,1
0.26177207327362995,57,412,1
0.2861700791919235,76,650,3
0.33921604620425755,67,537,2
0.3593624579794974,65,512,2
0.41078132952289637,60,450,1
0.4795018847455542,49,312,0
0.506700616764164,59,437,1
0.518657021409068,70,575,2
0.582361251713698,66,525,2
0.6166124374436358,46,275,0
0.6416426606361525,53,362,1
0.6465720082341584,70,575,2
0.7139947543250021,48,300,0
0.7157867943419858,80,700,3
0.7176751353373028,45,262,0
0.767942254717054,80,700,3
0.8830892807162629,48,300,0
0.8848938427372516,51,337,1
0.9179159022203247,69,562,2
0.9322149507290353,66,525,2
0.9458948069912668,51,337,0
0.9459636820678994,72,600,3
0.9874243515608552,61,462,1
0.9879835287023307,65,512,2
1.0257954253878134,77,662,3
1.0334885271561844,55,387,1
1.0374861279241319,84,750,3
1.078451891004017,59,437,1
1.0963417745773234,67,537,2
1.1071549508886747,58,425,1
1.1483605881762282,52,350,0
1.1627309241047699,65,512,1
1.1850598819326918,51,337,0
1.1923807551070433,49,312,0
1.2012077641144532,64,500,2
1.2064561543982086,79,687,3
1.275211336743165,56,400,1
1.2964500959401093,68,550,2
1.3339620973378783,80,700,3
1.3662649072866697,64,500,2
1.4260032545276742,76,650,3
1.4442267346600497,54,375,0
1.475449416626962,47,287,0
1.530237727408544,68,550,2
1.5403464340293878,46,275,0
1.557850744209694,67,537,2
1.5640495563123518,65,512,2
1.5861941338090144,59,437,1
1.5878387353802499,40,200,0
1.590758054619028,60,450,1
1.5978088194359201,48,300,0
1.621743843819452,57,412,1
1.6449817629055752,58,425,1
1.6492449852911413,63,487,2
1.659750823236697,56,400,1
1.7103826844066714,56,400,1
1.715424940631668,83,737,3
1.7225207731688161,87,787,3
1.786589241925315,57,412,1
1.8294265284582112,50,325,0
1.9143219142197667,75,637,3
1.9304709092514365,59,437,1
1.9883792740274513,61,462,1
2.04047948164347,70,575,2
2.0656855944933077,51,337,0
2.090556269213291,52,350,1
2.1151582324819724,65,512,2
2.1218526436179603,63,487,2
2.12647162547531,76,650,3
2.1946069307579505,60,450,1
2.2170967887995645,59,437,1
2.228949587531804,73,612,3
2.323568325808662,61,462,1
2.3358946823492603,77,662,3
2.510263979408644,47,287,0
2.5170990698508833,54,375,1
2.5467241865608243,81,712,3
2.547533687432857,70,575,3
2.551723119337255,53,362,1
2.5711072379076114,55,387,0
2.5801750058088713,83,737,3
2.592328515547333,79,687,3
2.6476208964487293,57,412,1
2.669148564540616,82,725,3
2.691261672218147,75,637,3
2.7231219726063807,81,712,3
2.7635048161722136,54,375,1
2.8106395859428175,72,600,3
2.812682425155262,87,787,3
2.8287854354182094,88,800,3
2.832152573041042,73,612,3
2.9573299879643082,50,325,0
2.9916956877839613,78,675,3
3.0310993024093893,43,237,0
3.0616552565143804,68,550,2
3.1695778753729607,49,312,0
3.173079510014581,70,575,3
3.180340719525367,47,287,0
3.32660056154785,65,512,2
3.4645886990569,52,350,0
3.507507845645017,56,400,1
3.508817056770011,47,287,0
3.520462434798981,70,575,3
3.5468451290767797,44,250,0
3.547487972872416,48,300,0
3.583555638210541,85,762,3
3.5923361827184093,57,412,1
3.603650979613847,72,600,2
3.645012762251679,63,487,1
3.645427363742555,45,262,0
3.701696680925638,60,450,1
3.726114063644155,40,200,0
3.748235296400076,73,612,3
3.768815365218377,58,425,1
3.7771489884814216,51,337,1
3.8183944374437058,79,687,3
3.8337611839929195,68,550,2
3.852567629316833,44,250,0
3.9104264634274486,64,500,1
3.9752798392665527,50,325,1
4.039079899829463,55,387,1
4.049810807192109,69,562,2
4.051645321906,60,450,1
4.089662582899669,65,512,1
4.138253164735085,59,437,1
4.247771593180432,66,525,2
4.3308219998117945,48,300,0
4.351794244253533,78,675,3
4.356880437342727,69,562,2
4.421677420930399,72,600,2
4.444476415155641,73,612,3
4.5558766090991645,55,387,1
4.5844963048685194,53,362,1
4.62997158290031,45,262,0
4.727433647467331,60,450,2
4.733444477376508,64,500,1
4.7692359932186825,82,725,3
4.798432366617095,55,387,1
4.817817178673693,64,500,1
4.822979947608027,60,450,1
4.856050216645161,82,725,3
4.909265930743836,58,425,1
4.92137046196569,74,625,2
4.931177570241255,52,350,0
5.024299929593894,42,225,0
5.0258743646540065,73,612,3
5.038029431546686,44,250,0
5.06297529670561,43,237,0
5.083600289407102,82,725,3
5.137312035253772,79,687,3
5.1839207725394765,88,800,3
5.23248249091977,74,625,3
5.258826075838774,86,775,3
5.311073985603317,59,437,1
5.3117842950242755,63,487,2
5.314251208577796,61,462,1
5.324830846489848,75,637,2
5.349307384337383,60,450,1
5.357807321468687,75,637,3
5.379491641055727,71,587,3
5.417448240110415,69,562,2
5.445283272871099,48,300,0
5.5116518196277084,52,350,0
5.572974116704503,50,325,1
5.644335122511567,61,462,1
5.6584394067849395,78,675,3
5.665182868561099,50,325,1
5.705032968256278,81,712,3
5.74929021974156,63,487,2
5.750573340290535,64,500,2
5.761977735615011,47,287,0
5.879809414254493,76,650,3
5.88897399645741,58,425,1
5.890985836146194,73,612,2
5.901388023480156,46,275,0
5.910060981621666,54,375,1
6.014551386861306,82,725,3
6.025260025154973,52,350,0
6.041012614058332,62,475,2
6.043050106893722,55,387,1
6.047860896705939,54,375,1
6.065554356117736,55,387,0
6.090408562209265,82,725,3
6.123461988598204,65,512,2
6.172108590098884,76,650,3
6.241287516903713,74,625,3
6.247189684124453,79,687,3
6.260784943438112,58,425,1
6.3223668713706,64,500,2
6.3266170391950505,55,387,1
6.349376306655591,48,300,0
6.350110533490733,69,562,2
6.378350691942367,40,200,0
6.396901349628354,59,437,1
6.443014668487841,74,625,3
6.443125039595552,42,225,0
6.480425880847505,81,712,3
6.489314137463034,66,525,2
6.519717220742347,73,612,2
6.5211230373212405,55,387,1
6.724709624871446,79,687,3
6.761396114422593,50,325,1
6.783218390068869,51,337,1
6.931895777994557,77,662,3
7.047923364425575,54,375,1
7.0740210940315835,49,312,0
7.095969993743326,80,700,3
7.121765006286735,54,375,1
7.239954131379205,53,362,1
7.240367709987912,48,300,0
7.26143822241634,55,387,1
7.302762483738986,58,425,1
7.313979938049509,40,200,0
7.342585251821659,73,612,3
7.41679104959007,49,312,0
7.441826341276717,82,725,3
7.483011419213116,49,312,0
7.5644313887920465,67,537,2
7.590727943978634,70,575,3
7.645291356625524,42,225,0
7.665275120279463,70,575,2
7.679125772044867,70,575,3
7.70897735603762,53,362,0
7.739200549278869,57,412,1
7.847615182830177,48,300,0
7.87640983873579,61,462,1
7.904774122686115,75,637,3
7.908940309547242,65,512,2
7.979204521478453,73,612,2
7.984546640932401,56,400,1
8.000092226073749,49,312,0
8.002993785823813,75,637,3
8.004206335137146,53,362,1
8.030915813402258,68,550,2
8.117652306191552,45,262,0
8.12347237005509,73,612,3
8.193671098110434,72,600,2
8.21472777049653,53,362,0
8.23924444515346,76,650,3
8.243574634226704,55,387,0
8.271336627479538,48,300,0
8.326595847813403,77,662,3
8.392979233872422,57,412,1
8.421286460710096,66,525,2
8.46988113114248,53,362,0
8.472253763251405,57,412,1
8.495993191548784,60,450,1
8.51275102113086,43,237,0
8.529050825176368,55,387,1
8.611053998644536,71,587,2
8.646126717230244,47,287,0
8.683007562357574,73,612,3
8.690642671056391,44,250,0
8.710148160100742,46,275,0
8.772917253523199,65,512,2
8.774828398619636,44,250,0
8.820228648323146,61,462,1
8.821260195659324,46,275,0
8.85612493877189,50,325,0
8.865089200028216,52,350,1
8.919389641448054,66,525,2
8.921279160138573,56,400,1
8.945940256527726,62,475,2
8.955873365253273,81,712,3
8.9669980003029,41,212,0
9.002184534402854,42,225,0
9.079110673699933,65,512,2
9.174361576259425,46,275,0
9.233398646698047,80,700,3
9.241728471409886,65,512,2
9.261033467358013,57,412,1
9.282851025435264,75,637,3
9.333547770678216,49,312,0
9.382143099277116,66,525,2
9.383614370323809,67,537,2
9.39931619464013,70,575,2
9.482085166908947,54,375,0
9.495636754482314,46,275,0
9.514870767279687,67,537,2
9.68576658049848,65,512,1
9.834622524149852,60,450,1
9.842502649855213,68,550,2
9.855141589025862,47,287,0
9.89409835162378,79,687,3
9.906416146094573,77,662,3
9.942622695584353,45,262,0
9.951200353413752,81,712,3
10.00620948468241,72,600,3
10.032516995450077,68,550,2
10.045416866001752,52,350,1
10.051300873494355,67,537,2
10.096501687019266,59,437,1
10.184154718732753,81,712,3
10.186716371029966,69,562,2
10.220219481031625,64,500,2
10.23003852074975,45,262,0
10.257709768320552,48,300,0
10.257834141307328,63,487,1
10.290072731872788,80,700,3
10.332175676722965,76,650,3
10.353171068369498,75,637,3
10.355220045738777,68,550,2
10.370523406237439,45,262,0
10.4009435853888,62,475,2
10.411629654446212,55,387,1
10.42061774195404,69,562,2
10.427092982182366,88,800,3
10.47162751601864,66,525,2
10.482925969921736,58,425,1
10.485014991243323,76,650,3
10.598354040740444,72,600,2
10.645205636292413,65,512,1
10.66774166888308,62,475,2
10.688713264855078,61,462,2
10.791042112866972,50,325,0
10.796986699024124,71,587,2
10.825412122903389,64,500,1
10.875784052286566,55,387,1
10.889361721242674,69,562,2
10.905832502121907,83,737,3
10.97682168666585,55,387,1
11.032022107997738,63,487,1
11.036840706921131,80,700,3
11.096675439645454,67,537,2
11.127117595520033,71,587,2
11.145453173769498,62,475,1
11.188471966390996,70,575,2
11.26497023781853,64,500,2
11.273350435603813,80,700,3
11.29058348102854,53,362,1
11.297903432560036,82,725,3
11.300136332030853,66,525,2
11.304740287427137,60,450,1
11.31330695446098,63,487,1
11.385746919923411,68,550,2
11.389452085157597,80,700,3
11.45833804942463,65,512,1
11.506067088874085,77,662,3
11.559967283159507,66,525,2
11.621547439588833,46,275,0
11.623968693261373,54,375,1
11.624605624462859,49,312,0
11.630795028425133,55,387,1
11.632508647412163,64,500,1
11.694382336804814,53,362,1
11.706660127488211,51,337,0
11.743919914328476,65,512,2
11.749722140924344,50,325,0
11.757952304541302,44,250,0
11.808846339176476,76,650,3
11.863339424633244,49,312,0
11.863976455701012,50,325,0
11.8884843480664,57,412,1
11.903846517962648,71,587,2
11.975679080906362,66,525,2
11.982087679228446,46,275,0
12.04161768201404,69,562,2
12.062352067598162,66,525,2
12.065379612785227,65,512,2
12.082960266519825,75,637,3
12.10787992697268,70,575,2
12.107998959874333,68,550,2
12.109851189769918,57,412,1
12.118943659236507,73,612,3
12.126631356166216,76,650,3
12.140992428946188,81,712,3
12.143601825494855,64,500,2
12.194809257414342,70,575,3
12.223379656394,70,575,2
12.237289901853398,53,362,0
12.253707718888972,71,587,2
12.262280248961865,81,712,3
12.262768690064243,87,787,3
12.361829316608405,63,487,2
12.364327791311172,64,500,2
12.365624741312663,75,637,2
12.410579806449244,77,662,3
12.429511559647631,72,600,3
12.441534419981659,84,750,3
12.467238608878118,55,387,1
12.506131818034689,46,275,0
12.513940844629946,67,537,2
12.517458951461487,86,775,3
12.542520558800472,82,725,3
12.572231329031503,77,662,3
12.573676712063902,62,475,2
12.60187925793514,54,375,1
12.649836077654392,82,725,3
12.677133079323749,67,537,2
12.679721116067446,86,775,3
12.738168062113003,70,575,3
12.844864553171728,54,375,1
12.891892243050506,45,262,0
12.908285578434429,83,737,3
12.91021172795845,65,512,2
13.059526234482504,56,400,1
13.060210994937956,45,262,0
13.069057447023825,66,525,2
13.085737873490784,48,300,0
13.114869109040969,55,387,1
13.15703291932089,50,325,0
13.278155867516634,70,575,2
13.282645864815182,83,737,3
13.317943637515095,62,475,2
13.400270946232675,79,687,3
13.405907453875411,61,462,2
13.407152729352784,72,600,3
13.428367369443817,46,275,0
13.45240197325144,67,537,2
13.465171517417186,51,337,0
13.490594462755205,54,375,1
13.529338073455687,82,725,3
13.538390465865882,54,375,0
13.658334934534205,44,250,0
13.671971494894146,50,325,0
13.725308742498946,83,737,3
13.734695419162279,60,450,2
13.73593385083282,73,612,3
13.756166444655182,52,350,0
13.756524550866736,51,337,1
13.761883252173867,45,262,0
13.771648024446566,66,525,2
13.800710045021948,78,675,3
13.807116017244962,62,475,2
13.808561391994223,42,225,0
13.832288059064059,64,500,1
13.862032640687438,59,437,1
13.876015562948421,70,575,2
13.876292102389403,62,475,2
13.913737385817273,58,425,1
13.91459315398108,75,637,3
13.920109798063832,72,600,3
13.925747682633355,71,587,2
13.982872213405733,49,312,0
14.020787953392448,87,787,3
14.022598677167695,66,525,2
14.057848777183613,71,587,2
14.063215999579775,74,625,2
14.09948468455841,68,550,2
14.10645830030673,61,462,1
14.139999565233637,49,312,0
14.32556800697379,53,362,1
14.389962272379899,77,662,3
14.404127249139064,88,800,3
14.419241422252489,57,412,1
14.489407832810151,75,637,2
14.494956590062717,45,262,0
14.672281251262762,63,487,1
14.682470891310402,49,312,0
14.712766229494479,48,300,0
14.769404761447348,68,550,2
14.805430567966178,85,762,3
14.814117570852627,66,525,2
14.90712263856202,56,400,1
14.98456623183864,60,450,1
14.989060184931477,67,537,2
14.993142635702933,74,625,3
15.00696311344838,46,275,0
15.014423136446132,57,412,1
15.076552910208306,85,762,3
15.09785677214241,71,587,2
15.107407092738693,49,312,0
15.132109534859424,59,437,1
15.18325842906104,71,587,3
15.192856895291989,64,500,2
15.194227594247838,75,637,3
15.340366041381557,46,275,0
15.343530188325989,77,662,3
15.41642686164801,63,487,2
15.428570200912649,58,425,1
15.479702098644598,63,487,2
15.514850173824936,76,650,3
15.530430457659996,69,562,2
15.543096292614326,80,700,3
15.574567703611242,50,325,1
15.588413170253839,66,525,2
15.658421903800976,76,650,3
15.660033748703713,49,312,0
15.762279276735145,74,625,3
15.773797137467845,63,487,1
15.810504264225285,69,562,2
15.812886691717774,80,700,3
15.861861653022697,61,462,2
15.880766912348777,40,200,0
15.892218009885463,66,525,2
15.89658831795629,60,450,1
15.911569970719961,81,712,3
15.923524098097491,67,537,2
15.926154318806718,63,487,2
15.943417171799647,45,262,0
15.981298510120393,54,375,1
16.05390278884467,56,400,1
16.057388584469404,47,287,0
16.12824653814858,43,237,0
16.139626745482037,69,562,2
16.198777781587566,64,500,2
16.222406022825094,57,412,1
16.2267048836956,70,575,2
16.27632792920392,46,275,0
16.33818094709227,71,587,2
16.35920040488957,45,262,0
16.3763584619525,47,287,0
16.392036215834537,69,562,2
16.412016637073126,60,450,1
16.495418327095944,62,475,1
16.50559168831267,42,225,0
16.544428012588796,69,562,2
16.616735249432132,62,475,2
16.64901653536796,81,712,3
16.705012601559147,43,237,0
16.743860747129194,83,737,3
16.77078233322532,47,287,0
16.86897120604388,85,762,3
17.018831150853725,67,537,2
17.034896092154302,74,625,3
17.046218849049012,74,625,2
17.092249115693217,77,662,3
17.102578443000233,61,462,1
17.130248626785036,86,775,3
17.1628970408935,60,450,1
17.16917625300855,60,450,2
17.17927861176014,80,700,3
17.179581340968227,78,675,3
17.182512666144667,70,575,2
17.206037869115992,54,375,0
17.211831177786305,66,525,2
17.214510282004394,74,625,3
17.232813376624907,70,575,3
17.24320072753872,83,737,3
17.26443268979804,53,362,1
17.35694166944768,50,325,0
17.367544731429888,60,450,1
17.42367904484664,41,212,0
17.42484303716195,84,750,3
17.439765104375418,52,350,0
17.4475478828548,49,312,0
17.460981029378576,68,550,2
17.488072275816684,59,437,1
17.500576511673028,80,700,3
17.501585489775966,77,662,3
17.515463696282687,57,412,1
17.603676214942038,57,412,1
17.609472883245335,47,287,0
17.61997002708883,71,587,2
17.627832976127394,77,662,3
17.693988830699574,71,587,2
17.7076206336905,86,775,3
17.73878670895039,69,562,2
17.769433576337818,71,587,2
17.778779477568403,61,462,1
17.811855909228626,75,637,3
17.858899006656173,84,750,3
17.866431959530807,60,450,1
17.866505594178275,80,700,3
17.87885832454604,71,587,2
17.904302495050242,43,237,0
17.906321960255077,53,362,0
17.93389748726694,83,737,3
17.994568669709,73,612,3
18.01599803668084,43,237,0
18.0182437123569,69,562,2
18.03760795619213,68,550,2
18.03879874383622,57,412,1
18.06523611233998,50,325,1
18.06566370757385,73,612,3
18.069478274131285,51,337,1
18.07165463221859,76,650,3
18.141381341458512,64,500,2
18.15821376454335,75,637,3
18.179020093566415,46,275,0
18.18935285651986,78,675,3
18.222218873761413,53,362,0
18.243843776256167,82,725,3
18.24770000545907,85,762,3
18.31469569796738,48,300,0
18.349323820210724,57,412,1
18.367047481675762,59,437,1
18.391582327745052,71,587,3
18.406538472922538,60,450,1
18.415230796083854,63,487,1
18.50973591922536,59,437,1
18.525520592887805,50,325,0
18.55130109960089,71,587,2
18.583840674410165,51,337,1
18.590076442842904,73,612,3
18.63891435358787,47,287,0
18.69531345364146,70,575,3
18.69837790530689,46,275,0
18.708469226158634,47,287,0
18.77353761611934,62,475,1
18.78530055491567,65,512,1
18.79188129593351,52,350,0
18.794517344659074,61,462,1
18.829683807891158,60,450,1
18.87081583858041,47,287,0
18.895856381956133,49,312,0
18.904945990657087,42,225,0
18.96239219388235,77,662,3
18.98451146660415,68,550,2
18.993707465337106,49,312,0
19.044113112365633,48,300,0
19.086722278758828,52,350,0
19.110407622989143,71,587,2
19.12537344700189,63,487,1
19.22688181330987,55,387,1
19.29412061179195,67,537,2
19.30464058593015,71,587,2
19.314188553796484,53,362,0
19.332947953393003,61,462,2
19.36902347255966,51,337,0
19.442326426835553,61,462,1
19.45177950181023,76,650,3
19.571443053221916,58,425,1
19.588176234869096,48,300,0
19.59219305222176,77,662,3
19.727243699265145,67,537,2
19.753677922185744,73,612,2
19.816033227332632,80,700,3
19.855514558808306,56,400,1
19.91456137936977,51,337,0
19.91734795202984,83,737,3
19.939064345764166,50,325,1
19.99850295446248,64,500,2
20.054643025252744,43,237,0
20.13862933598865,53,362,1
20.20588809361893,80,700,3
20.239406397136765,59,437,1
20.271403872165337,62,475,2
20.281548950879394,61,462,1
20.31466523961374,56,400,1
20.38556556627326,77,662,3
20.464131151097007,74,625,3
20.574083547444253,73,612,3
20.60443374689626,59,437,1
20.617036092654036,72,600,2
20.64414803251014,80,700,3
20.66481288281649,76,650,3
20.69678231815653,56,400,1
20.71238108252404,41,212,0
20.740545187892824,74,625,3
20.794002962313293,51,337,0
20.815668852827816,41,212,0
20.831558810484644,76,650,3
20.954238544210327,76,650,3
20.97177923585525,54,375,1
21.070810229321598,57,412,1
21.19597743489318,40,200,0
21.215042886768366,78,675,3
21.21867818753119,53,362,0
21.276290896195533,45,262,0
21.31071568793304,79,687,3
21.36148935720556,59,437,1
21.42493957273222,60,450,1
21.467395437963397,65,512,2
21.46887868118539,81,712,3
21.520927240172135,59,437,1
21.562736502710404,55,387,1
21.56793701756969,70,575,2
21.617118563721352,41,212,0
21.62776444442209,51,337,0
21.703397809233383,47,287,0
21.715398854635282,55,387,1
21.717281128378506,57,412,1
21.76345868756166,73,612,2
21.80149449035383,75,637,3
21.837279056084977,54,375,1
21.862520514180606,72,600,2
21.878241783156845,55,387,1
21.887702562335257,58,425,1
21.954323769168337,74,625,3
21.971996694806787,56,400,1
21.976265606751824,46,275,0
21.99870254059637,66,525,2
22.001879641525132,73,612,2
22.077094897669802,54,375,1
22.101750524312063,66,525,2
22.158665377381862,74,625,2
22.24376353581416,59,437,1
22.426699532665214,74,625,3
22.435318464811523,47,287,0
22.621026888826815,80,700,3
22.68110953658734,75,637,3
22.701549323048713,78,675,3
22.75291020427532,75,637,2
22.76047515039504,61,462,2
22.762054197843305,58,425,1
22.826292965038746,72,600,2
22.882150263599353,64,500,2
22.885684479673927,79,687,3
22.922460540374335,59,437,1
22.9234464747901,55,387,1
22.951739352709733,62,475,2
22.98519605896301,61,462,1
23.024475773626637,83,737,3
23.035793620703632,70,575,3
23.041855972642484,85,762,3
23.113300945996365,72,600,2
23.14694399413807,58,425,1
23.150094452333672,76,650,3
23.174370713666285,60,450,1
23.178038545757165,48,300,0
23.261233822811437,45,262,0
23.307671048848686,88,800,3
23.309679283024625,48,300,0
23.335199232066973,76,650,3
23.41442579857265,71,587,2
23.4428288991341,60,450,2
23.448753958651228,75,637,3
23.54244870679459,65,512,1
23.737265977491084,50,325,1
23.76321818705753,47,287,0
23.776230746911143,63,487,2
23.922290164771386,65,512,2
23.959548352699095,64,500,2
24.044480733126747,58,425,1
24.062269701479536,76,650,3
24.07481887303092,67,537,2
24.08206353629046,65,512,2
24.10247567676408,85,762,3
24.128892422085666,56,400,1
24.15500666777121,71,587,2
24.18794156162997,76,650,3
24.23000995934818,54,375,1
24.240425931927764,51,337,1
24.28454350062861,69,562,2
24.333890429965383,74,625,3
24.36658493308738,72,600,3
24.393059718468503,65,512,1
24.393869957018513,84,750,3
24.43899304220826,57,412,1
24.595687230266975,40,200,0
24.660122154027977,68,550,2
24.66933363066336,42,225,0
24.67505584147013,43,237,0
24.72006552312359,72,600,2
24.74911931825832,46,275,0
24.84224304876363,62,475,1
24.849079528421743,78,675,3
24.90392898021508,49,312,0
24.911728161751782,73,612,2
24.93327496302778,63,487,2
25.026890257133143,54,375,0
25.02831313966087,80,700,3
25.13948720129589,60,450,1
25.154494176980744,53,362,1
25.165719452907126,42,225,0
25.18998863068785,58,425,1
25.20856999894768,59,437,1
25.252756737785965,70,575,3
25.26122830713459,59,437,1
25.39395852507623,62,475,2
25.407344141556948,66,525,2
25.41276923856569,74,625,3
25.50631627346295,78,675,3
25.542010567716925,72,600,2
25.57070347005898,76,650,3
25.612301590019445,48,300,0
25.740148913913696,60,450,1
25.747879627642217,49,312,0
25.759771681589186,61,462,2
25.75986782509385,51,337,0
25.834251381389166,76,650,3
25.87123560781209,46,275,0
25.893724567112855,66,525,2
25.900951309396778,48,300,0
25.91739810643602,67,537,2
25.925530580302627,78,675,3
26.02291914835003,52,350,1
26.07091725093011,61,462,1
26.099090599289323,48,300,0
26.129775537219096,76,650,3
26.152997320391222,49,312,0
26.153420751556627,59,437,1
26.20211388569027,80,700,3
26.22195196811984,69,562,2
26.24025132631684,49,312,0
26.257513139091916,57,412,1
26.26846536905022,70,575,2
26.32288207744263,83,737,3
26.34617410227533,72,600,2
26.380197395091507,80,700,3
26.392231338402592,40,200,0
26.395239929073316,62,475,1
26.415767908265206,46,275,0
26.428762528393232,60,450,1
26.517009313355373,57,412,1
26.53063576432256,48,300,0
26.552435088229366,41,212,0
26.606398621587534,82,725,3
26.623758909222154,70,575,3
26.654100455115277,80,700,3
26.68017567752679,62,475,1
26.697702245547525,62,475,2
26.771438796064192,52,350,0
26.822003546001184,45,262,0
26.85088411574626,83,737,3
26.920902910326863,51,337,0
26.92522373867678,69,562,2
26.953268668528796,58,425,1
26.969639256096148,61,462,1
27.01644086694063,81,712,3
27.045206088965212,85,762,3
27.14292111407384,43,237,0
27.142929853721025,77,662,3
27.21078258521464,70,575,2
27.321672656201244,60,450,1
27.394492189025776,84,750,3
27.396784859768605,73,612,3
27.449427322968916,77,662,3
27.544055368072716,80,700,3
27.54849431088678,50,325,1
27.55625398338465,64,500,1
27.56858024663518,66,525,2
27.577412828152685,47,287,0
27.617000533920628,68,550,2
27.638579133548625,45,262,0
27.646819623819898,61,462,1
27.66135693731358,60,450,1
27.709171999478325,69,562,2
27.719375886877998,65,512,2
27.72530494253817,74,625,3
27.7304964507906,55,387,1
27.77310923655479,77,662,3
27.780104152878366,82,725,3
27.815399654080505,61,462,1
27.85650590160231,84,750,3
27.876726110272546,63,487,2
27.90844986783881,79,687,3
27.98590630850824,50,325,1
28.026048076830484,85,762,3
28.052347269065987,44,250,0
28.12850296274352,69,562,2
28.130168773332908,75,637,3
28.16419402655098,78,675,3
28.2462696827003,63,487,2
28.252291331196357,87,787,3
28.29737179004658,68,550,2
28.357620913013204,57,412,1
28.363624809730496,66,525,2
28.491504146376336,80,700,3
28.51586248490786,70,575,2
28.605470055502334,67,537,2
28.619576447700773,49,312,0
28.627632036740977,64,500,2
28.637100145947635,73,612,2
28.644254791231152,66,525,2
28.66883390746037,56,400,1
28.908135624392262,60,450,1
28.91014364468987,53,362,1
28.92918524464606,57,412,1
28.933858731388952,48,300,0
28.98277790894709,82,725,3
29.111118314482514,71,587,2
29.160105988809992,67,537,2
29.171404127892117,46,275,0
29.214868713865116,70,575,2
29.234265904469183,63,487,2
29.246611705123346,57,412,1
29.25648057361441,51,337,0
29.28434891733947,66,525,2
29.2931000506312,78,675,3
29.33551449931242,49,312,0
29.35789636397508,56,400,1
29.41965848178447,54,375,1
29.42541213600024,65,512,2
29.437839923514442,46,275,0
29.44459629871142,58,425,1
29.451972322400685,41,212,0
29.454521620692606,53,362,1
29.514032012058223,80,700,3
29.523448245094464,82,725,3
29.549168149985977,56,400,1
29.738226708450387,51,337,0
29.777778690843608,83,737,3
29.83632117392383,61,462,2
29.847214488089417,50,325,1
29.857588505315967,47,287,0
29.88060674833207,76,650,3
29.953000798896184,60,450,2
29.960052297812627,53,362,1
29.961228418919884,54,375,1
29.998031080274355,73,612,3
30.023560731087702,73,612,2
30.031208825320384,60,450,1
30.090927129858944,54,375,1
30.099698067345525,63,487,2
30.108214045768253,53,362,1
30.117079519569913,66,525,2
30.205260527341366,74,625,3
30.24873630212741,56,400,1
30.295260879405554,79,687,3
30.321075495803868,60,450,1
30.37413940246317,72,600,3
30.40165628914338,83,737,3
30.404551556402613,88,800,3
30.46184563024677,44,250,0
30.49245792033634,63,487,1
30.53416500169519,72,600,2
